Gene,Expressed,AC_Patient,AN_Patient,AF_Patient,AC_gnomAD,AN_gnomAD,AF_gnomAD,pVal,FDR
RBFOX3,YES,99,1068,0.2780898876,4156,44034,0.284361973,0.9159358796,1
RBM28,YES,1,356,0.0028089888,47,14998,0.0031337512,1,1
RBP7,YES,3,356,0.0084269663,150,15006,0.0099960016,1,1
RER1,YES,18,1068,0.0505617978,774,45000,0.0516192658,1,1
RGS7,YES,27,356,0.0758426966,1200,15000,0.08,0.9211942528,1
RHPN2,YES,265,712,0.7443820225,11025,29948,0.736753227,0.8839502555,1
RMND1,YES,86,356,0.2415730337,3449,14984,0.2301788574,0.6663867764,1
RND2,YES,116,356,0.3258426966,5086,14956,0.3400641883,0.7481145978,1
RNF10,YES,122,1068,0.3426966292,5032,44930,0.3360520605,0.8454209177,1
RNF126,YES,21,356,0.058988764,958,14896,0.0643125671,0.8264275544,1
RNF185,YES,255,356,0.7162921348,10321,14808,0.6969881145,0.7394320831,1
RNF20,YES,5,356,0.0140449438,219,15006,0.0145941623,1,1
RNF220,YES,1,356,0.0028089888,63,14970,0.0042084168,1,1
RNF38,YES,3,356,0.0084269663,121,15014,0.0080591448,0.7651390089,1
RNFT2,YES,325,712,0.9129213483,13918,29992,0.9282354361,0.8394668746,1
ROBO2,YES,1,356,0.0028089888,55,14990,0.0036691127,1,1
ROMO1,YES,18,356,0.0505617978,788,15000,0.0525333333,1,1
RPAP2,YES,2,356,0.0056179775,72,15004,0.0047987203,0.6903359015,1
RPL14,YES,237,356,0.6657303371,10340,14914,0.6933083009,0.6423710383,1
RPL36AL,YES,74,356,0.2078651685,3260,14992,0.2174493063,0.7987886461,1
RPRD2,YES,140,356,0.393258427,5806,14874,0.3903455695,0.9596821735,1
RPRM,YES,1,356,0.0028089888,84,14962,0.0056142227,1,1
RPS29,YES,258,712,0.7247191011,11203,29968,0.7488317817,0.6881620765,1
RPS6KA1,YES,657,2492,1.845505618,27933,104638,1.8707114578,0.7908051516,1
RPS6KL1,YES,44,356,0.1235955056,2020,14932,0.1352799357,0.639181895,1
RSRC2,YES,16,356,0.0449438202,663,15012,0.0441646683,0.8962380966,1
RUNX1,YES,149,356,0.4185393258,6066,14350,0.42271777,0.9606967167,1
RWDD3,YES,13,356,0.0365168539,628,14972,0.0419449639,0.7876528555,1
S100A14,YES,369,712,1.0365168539,15580,29826,1.0448131014,0.9225535549,1
S1PR2,YES,280,356,0.7865168539,11561,14946,0.7735179981,0.8397961689,1
SACS,YES,1,356,0.0028089888,82,14988,0.0054710435,1,1
SAMD12,YES,243,356,0.6825842697,9854,14966,0.6584257651,0.6728078416,1
SAMHD1;TLDC2,YES,3,356,0.0084269663,122,15016,0.008124667,0.7668222268,1
SARS2,YES,120,712,0.3370786517,5262,29858,0.3532456408,0.6941420994,1
SAXO1,YES,58,356,0.1629213483,2406,14980,0.1606141522,0.8856883568,1
SBNO2,YES,4,356,0.0112359551,227,14912,0.0152226395,0.8237051809,1
SCAF1,YES,95,712,0.2668539326,3818,29434,0.2598453081,0.7800855546,1
SCARA5,YES,90,356,0.2528089888,3695,14984,0.2465963695,0.8102048161,1
SCGB1D1,YES,14,356,0.0393258427,622,14996,0.0414777274,1,1
SCNM1;TMOD4;TNFAIP8L2-SCNM1,YES,2,356,0.0056179775,70,15002,0.0046660445,0.6842537314,1
SCUBE2,YES,20,356,0.0561797753,936,15004,0.0623833644,0.739158171,1
SERPINE1,YES,258,2492,0.7247191011,10660,104882,0.7126272616,0.7642480199,1
SFT2D1,YES,1,356,0.0028089888,46,15014,0.0030638071,1,1
SGCE,YES,2,356,0.0056179775,128,15006,0.0085299214,0.7723762493,1
SGSM2,YES,40,712,0.1123595506,1752,29944,0.1170184344,0.8717508829,1
SHISA5,YES,12,1068,0.0337078652,525,44908,0.0350536038,1,1
SHPK,YES,240,356,0.6741573034,10273,14962,0.6866060687,0.8660361628,1
SIGMAR1,YES,357,712,1.0028089888,15016,30004,1.0009332089,0.9738300232,1
SIRT6,YES,3,356,0.0084269663,111,14958,0.0074207782,0.7498173275,1
SKA3,YES,26,356,0.0730337079,1117,14992,0.0745064034,1,1
SLC12A3,YES,206,356,0.5786516854,8375,14984,0.5589295248,0.6890704214,1
SLC18B1,YES,10,356,0.0280898876,437,15006,0.0291216847,1,1
SLC1A3,YES,108,356,0.3033707865,4609,14988,0.3075126768,0.9558392837,1
SLC25A29,YES,157,356,0.441011236,6570,14914,0.4405256806,1,1
SLC25A30,YES,1,356,0.0028089888,81,15006,0.0053978409,1,1
SLC25A37,YES,888,3204,2.4943820225,37747,134886,2.5187456513,0.81839389,1
SLC25A53,YES,8,356,0.0224719101,237,10507,0.022556391,1,1
SLC27A1,YES,56,712,0.1573033708,2172,29406,0.1477008082,0.6649451781,1
SLC2A11,YES,57,712,0.1601123596,2368,29984,0.1579509072,0.8886709675,1
SLC2A8,YES,137,712,0.3848314607,5608,29892,0.3762736974,0.7752681788,1
SLC30A2,YES,495,1068,1.3904494382,21302,44850,1.4262064878,0.6812119421,1
SLC30A8,YES,229,1068,0.643258427,9603,44988,0.6413889066,0.9411942103,1
SLC36A2,YES,13,356,0.0365168539,567,13994,0.0405173646,0.8910718312,1
SLC39A8,YES,19,356,0.0533707865,821,14996,0.0547479328,1,1
SLC3A2,YES,6,356,0.0168539326,280,15012,0.0186517453,1,1
SLC47A1,YES,1,356,0.0028089888,68,15006,0.0045315207,1,1
SLC4A8,YES,189,356,0.5308988764,8114,14954,0.5425972984,0.8559640753,1
SLC52A3,YES,42,356,0.1179775281,1677,14976,0.1119791667,0.7361120085,1
SLC6A20,YES,6,356,0.0168539326,217,15000,0.0144666667,0.651522945,1
SLC9A3R1,YES,5,356,0.0140449438,208,14990,0.0138759173,0.8204517405,1
SLC9A3R2,YES,77,712,0.2162921348,3070,29876,0.2054114499,0.6645437493,1
SLC9A9,YES,270,712,0.7584269663,11661,29940,0.7791722919,0.7463088339,1
SMARCAD1,YES,2,356,0.0056179775,63,14982,0.0042050461,0.6642599918,1
SMG5,YES,186,712,0.5224719101,7776,29918,0.5207880348,0.93354894,1
SMIM12,YES,24,712,0.0674157303,1044,30000,0.0696,1,1
SMIM7,YES,23,712,0.0646067416,1087,30022,0.0724338306,0.6838359358,1
SMIM8,YES,632,1414,1.7918425667,27204,59898,1.8168785445,0.7537671139,1
SMO,YES,37,356,0.1039325843,1715,14982,0.1144706982,0.6736874248,1
SMPD3,YES,46,356,0.1292134831,1814,14970,0.1211756847,0.6844169634,1
SNX6,YES,1,356,0.0028089888,47,14998,0.0031337512,1,1
SNX8,YES,354,1068,0.9943820225,14711,44924,0.9824368851,0.8518788765,1
SORBS3,YES,170,356,0.4775280899,7185,14318,0.5018158961,0.6398710808,1
SOS2,YES,2,356,0.0056179775,83,15008,0.0055303838,0.7251356695,1
SPATA13,YES,187,712,0.5252808989,8039,29922,0.5374050379,0.8044019392,1
SPICE1,YES,175,356,0.4915730337,7301,14976,0.4875133547,0.9255245286,1
SPRN,YES,2,356,0.0056179775,103,14890,0.0069173942,1,1
SPRY2,YES,392,712,1.1011235955,16157,29918,1.0800611945,0.7739862494,1
SRRD;TFIP11,YES,317,712,0.8904494382,13765,30012,0.9175428353,0.6836070587,1
SSU72,YES,103,712,0.2893258427,4189,29954,0.2800377645,0.7458982223,1
ST3GAL2,YES,6,356,0.0168539326,326,14990,0.0217478319,0.7107660861,1
ST7L,YES,72,356,0.202247191,3066,14984,0.2046182595,1,1
STAMBPL1,YES,178,1068,0.5,7553,44946,0.5049690946,0.9674190961,1
STARD3,YES,38,712,0.106741573,1626,29934,0.1086386906,1,1
STEAP3,YES,7,356,0.0196629213,279,14994,0.018607443,0.8416459202,1
STOML2,YES,356,356,1,15005,15008,0.9998001066,1,1
STRIP2,YES,505,712,1.4185393258,21595,29980,1.4402257707,0.8141089288,1
SUFU,YES,356,356,1,14965,14966,0.9999331819,1,1
SULF2,YES,326,356,0.9157303371,13256,15000,0.8837333333,0.669363321,1
SUPT7L,YES,1,356,0.0028089888,75,15012,0.0049960032,1,1
SURF6,YES,32,356,0.0898876404,1388,14970,0.0927187709,0.9267376187,1
SVBP,YES,4,356,0.0112359551,207,14962,0.0138350488,1,1
SYCP2,YES,9,356,0.0252808989,452,14902,0.0303314991,0.7527373066,1
SYK,YES,70,712,0.1966292135,3094,29960,0.2069004684,0.7560045333,1
SYNGR3,YES,3,356,0.0084269663,159,14978,0.0106155695,1,1
SYNJ2,YES,185,356,0.5196629213,7547,14958,0.5045460623,0.7472184084,1
SYTL4,YES,333,690,0.9363183745,9093,18469,0.9710230338,0.7865155226,1
TACC2,YES,93,356,0.2612359551,3770,14994,0.2514339069,0.7657507972,1
TACSTD2,YES,31,356,0.0870786517,1451,15004,0.0967075447,0.6499635808,1
TARS,YES,12,356,0.0337078652,530,15014,0.0353003863,1,1
TBC1D12,YES,62,356,0.1741573034,2561,14970,0.1710754843,0.8885840001,1
TBC1D13,YES,651,1424,1.8286516854,27912,59786,1.8682577416,0.6678671818,1
TBC1D24,YES,11,356,0.0308988764,417,14934,0.0279228606,0.7438614011,1
TBPL2,YES,25,356,0.0702247191,1131,15014,0.0753296923,0.8388530985,1
TCAF1,YES,30,356,0.0842696629,1307,14328,0.0912199888,0.7796740069,1
TCERG1,YES,31,712,0.0870786517,1244,30014,0.082913574,0.7755315679,1
TCP11,YES,6,356,0.0168539326,211,14986,0.0140798078,0.6456796557,1
TECPR2,YES,191,1780,0.5365168539,7877,74604,0.5279919849,0.816111505,1
TEK,YES,2,356,0.0056179775,143,14988,0.0095409661,0.7770886751,1
TENM2,YES,2,356,0.0056179775,100,15006,0.0066640011,1,1
TESC,YES,42,356,0.1179775281,1913,14980,0.1277036048,0.6890646186,1
TEX19,YES,99,356,0.2780898876,4315,14940,0.2888219545,0.7762287207,1
TFRC,YES,6,356,0.0168539326,336,15008,0.0223880597,0.7132074592,1
THEG,YES,2,356,0.0056179775,122,15012,0.0081268319,1,1
THPO,YES,20,356,0.0561797753,843,14998,0.0562074943,1,1
TIMM44,YES,26,356,0.0730337079,1117,14960,0.0746657754,1,1
TLE2,YES,27,356,0.0758426966,1190,14982,0.0794286477,0.9210474136,1
TLL2,YES,37,356,0.1039325843,1538,14994,0.1025743631,0.9299456887,1
TMC5,YES,319,712,0.8960674157,13495,29988,0.9000266773,0.9728364151,1
TMEM106B,YES,27,356,0.0758426966,1179,14966,0.0787785647,0.9210065303,1
TMEM106C,YES,1,356,0.0028089888,46,15002,0.0030662578,1,1
TMEM108,YES,356,356,1,15004,15004,1,1,1
TMEM109,YES,3,356,0.0084269663,145,15002,0.0096653779,1,1
TMEM143,YES,2,356,0.0056179775,84,15008,0.0055970149,1,1
TMEM147,YES,209,356,0.5870786517,9129,14934,0.6112896746,0.6611433013,1
TMEM245,YES,255,712,0.7162921348,11061,29962,0.7386975988,0.7138984587,1
TMEM260,YES,146,356,0.4101123596,5939,14958,0.3970450595,0.7639058629,1
TMEM268,YES,49,356,0.1376404494,2182,14980,0.1456608812,0.7629421752,1
TMEM38B,YES,2,356,0.0056179775,130,15002,0.0086655113,0.7725155178,1
TMEM61,YES,290,356,0.8146067416,12133,14988,0.8095142781,0.9362384451,1
TMEM8B,YES,1,356,0.0028089888,74,14984,0.0049386012,1,1
TMOD1;TSTD2,YES,2,356,0.0056179775,121,15012,0.0080602185,1,1
TNFAIP2,YES,247,712,0.6938202247,10117,29920,0.6772642635,0.7351436989,1
TNFRSF10B,YES,204,356,0.5730337079,8858,14946,0.5926669343,0.723611878,1
TNFRSF10D,YES,24,356,0.0674157303,978,15004,0.065182618,0.8286976896,1
TNIP1,YES,13,356,0.0365168539,529,15000,0.0352666667,0.884095224,1
TNKS1BP1,YES,1,356,0.0028089888,62,14998,0.0041338845,1,1
TNRC6A,YES,67,356,0.1882022472,2833,14978,0.189144078,1,1
TOLLIP,YES,7,356,0.0196629213,267,14992,0.0178094984,0.6868012521,1
TOP1MT,YES,3,356,0.0084269663,160,14976,0.0106837607,1,1
TP53RK,YES,23,712,0.0646067416,905,29980,0.0603761939,0.739441432,1
TPO,YES,37,356,0.1039325843,1708,15006,0.1138211382,0.6733061739,1
TPRA1,YES,43,712,0.1207865169,1697,29952,0.1133891922,0.6825892538,1
TRABD,YES,195,356,0.547752809,7921,14982,0.528701108,0.7169973362,1
TRAK2,YES,236,356,0.6629213483,10330,14956,0.6906926986,0.6419419898,1
TRAM1,YES,308,356,0.8651685393,12838,14976,0.8572382479,0.9060240362,1
TREM1,YES,167,356,0.4691011236,7151,14968,0.4777525387,0.8871841229,1
TRIM21,YES,52,712,0.1460674157,2135,29982,0.1424519557,0.8257044119,1
TRIM22,YES,10,356,0.0280898876,520,15008,0.0346481876,0.657468018,1
TRIM56,YES,223,356,0.6264044944,9638,14938,0.6452001607,0.7631219135,1
TRIM62,YES,1,356,0.0028089888,77,15002,0.005132649,1,1
TRIM68,YES,331,356,0.9297752809,14172,14992,0.9453041622,0.8469438921,1
TRMO,YES,136,356,0.3820224719,5812,14984,0.3878804058,0.919055329,1
TSC22D4,YES,3,356,0.0084269663,168,14964,0.0112269447,1,1
TSEN34,YES,584,712,1.6404494382,24162,29972,1.6123046833,0.7774111163,1
TSKU,YES,10,356,0.0280898876,513,14974,0.0342593829,0.6568121878,1
TSPAN13,YES,28,356,0.0786516854,1204,14990,0.0803202135,1,1
TSPAN18,YES,492,712,1.3820224719,20747,29872,1.3894602854,0.9527235296,1
TSPAN33,YES,123,712,0.345505618,5130,29910,0.3430448149,0.9211505327,1
TSPAN6,YES,2,356,0.0056179775,80,10526,0.007600228,1,1
TTC19,YES,9,356,0.0252808989,427,15002,0.0284628716,0.8716996248,1
TTC23,YES,53,356,0.1488764045,2198,14990,0.1466310874,0.8811277331,1
TTC24,YES,2,356,0.0056179775,112,14994,0.0074696545,1,1
TUBA1B,YES,118,356,0.3314606742,5179,14988,0.3455431011,0.7495943972,1
TUBA1C,YES,356,356,1,15011,15014,0.9998001865,1,1
TUBB3,YES,167,712,0.4691011236,7138,29896,0.4780782947,0.8626823134,1
TXNL1,YES,3,356,0.0084269663,153,15006,0.0101959216,1,1
UAP1L1,YES,356,356,1,14859,14860,0.9999327052,1,1
UBE2L3,YES,1,356,0.0028089888,91,14954,0.0060853283,0.7267574781,1
UBE2U,YES,86,356,0.2415730337,3730,14962,0.2492982222,0.856624451,1
ULK1,YES,356,356,1,14982,14982,1,1,1
UMPS,YES,3,356,0.0084269663,168,14994,0.0112044818,1,1
UNKL,YES,1,356,0.0028089888,86,14980,0.005740988,0.7254131421,1
UPF2,YES,30,1068,0.0842696629,1196,45022,0.0797118281,0.7725793162,1
UPRT,YES,343,356,0.9634831461,10253,10562,0.9707441772,0.9387080036,1
URB2,YES,183,356,0.5140449438,7803,14978,0.5209640807,0.9268348225,1
USF2,YES,132,356,0.3707865169,5289,14928,0.3543006431,0.6768004488,1
USP22,YES,493,1068,1.3848314607,19863,44084,1.3601746881,0.6579699627,1
USP40,YES,80,356,0.2247191011,3302,14972,0.2205450174,0.8997595427,1
USP43,YES,13,356,0.0365168539,468,14540,0.0321870702,0.6480360075,1
USP46,YES,84,1424,0.2359550562,3463,60024,0.2308176649,0.8185844511,1
USP6NL,YES,356,356,1,15017,15018,0.9999334132,1,1
UTP20,YES,298,356,0.8370786517,11897,14534,0.8185633687,0.7807924757,1
VAT1,YES,248,356,0.6966292135,10288,14750,0.6974915254,1,1
VAV3,YES,3,712,0.0084269663,166,30020,0.0110564539,1,1
VCX3B,YES,10,696,0.0287356322,121,8874,0.0239712524,0.864858837,1
VEZT,YES,92,712,0.2584269663,3881,29976,0.2589881387,1,1
VIRMA,YES,19,356,0.0533707865,768,15012,0.0511590727,0.8082445702,1
VPS13C,YES,28,356,0.0786516854,1248,14982,0.08329996,0.8464559346,1
VPS25,YES,3,356,0.0084269663,103,14970,0.0068804275,0.738932967,1
VPS41,YES,35,712,0.0983146067,1602,30008,0.106792715,0.7351396433,1
VPS53,YES,2,356,0.0056179775,111,15008,0.0073960554,1,1
WDR5,YES,5,356,0.0140449438,195,14990,0.0130086724,0.8109536289,1
WDR7,YES,10,356,0.0280898876,373,14188,0.0262898224,0.7388747657,1
WIPF3,YES,12,356,0.0337078652,538,15004,0.0358571048,1,1
WIPI2,YES,2,356,0.0056179775,120,14958,0.0080224629,1,1
XPNPEP1,YES,1,356,0.0028089888,94,15010,0.0062624917,0.728143123,1
XPO7,YES,2,356,0.0056179775,69,14992,0.0046024546,0.6813811291,1
XXYLT1,YES,46,1068,0.1292134831,1919,44972,0.1280854621,0.9389550341,1
XYLT2,YES,2,356,0.0056179775,115,14908,0.0077139791,1,1
YKT6,YES,25,356,0.0702247191,1110,14986,0.0740691312,0.9183678388,1
YME1L1,YES,306,356,0.8595505618,12476,15002,0.8316224503,0.6929136836,1
YPEL1,YES,219,712,0.6151685393,9433,30000,0.6292584574,0.8155995097,1
ZBTB6,YES,324,712,0.9101123596,13731,29992,0.916070224,0.9460189918,1
ZBTB7C,YES,59,356,0.1657303371,2653,14930,0.1776959143,0.6771196269,1
ZCCHC10,YES,93,356,0.2612359551,3943,14982,0.2631824856,1,1
ZDHHC21,YES,196,712,0.5505617978,8243,29968,0.5505530302,1,1
ZFP3,YES,2,356,0.0056179775,101,15008,0.0067297441,1,1
ZFYVE27,YES,294,356,0.8258426966,11914,14962,0.7962839193,0.6604145036,1
ZIC2,YES,121,712,0.3398876404,5001,29936,0.3341387752,0.8414483446,1
ZKSCAN4,YES,140,712,0.393258427,5726,29984,0.3825445269,0.7410623494,1
ZKSCAN8,YES,8,712,0.0224719101,368,30016,0.0245239359,1,1
ZNF107,YES,326,356,0.9157303371,13874,14984,0.9259209824,0.9074245566,1
ZNF124,YES,4,356,0.0112359551,150,15002,0.0099986668,0.7839497278,1
ZNF175,YES,131,1068,0.3679775281,5453,45008,0.3635702008,0.8877284094,1
ZNF200,YES,1,356,0.0028089888,50,15006,0.0033320005,1,1
ZNF223,YES,3,356,0.0084269663,104,15002,0.006932409,0.7398788255,1
ZNF232,YES,3,356,0.0084269663,139,15014,0.0092580258,1,1
ZNF236,YES,355,356,0.9971910112,14957,15010,0.9964690207,1,1
ZNF253,YES,71,356,0.1994382022,2872,14996,0.1915177381,0.7391846686,1
ZNF284,YES,321,1068,0.9016853933,13278,44992,0.8853125003,0.770927529,1
ZNF324,YES,91,712,0.2556179775,3876,29964,0.2587393759,0.9553184364,1
ZNF33B,YES,1,356,0.0028089888,47,14996,0.0031341691,1,1
ZNF347,YES,70,356,0.1966292135,2797,15004,0.1864169555,0.6861880101,1
ZNF362,YES,7,356,0.0196629213,266,15000,0.0177333333,0.6856683579,1
ZNF443,YES,198,712,0.5561797753,8072,29866,0.540547775,0.7124725798,1
ZNF528,YES,316,356,0.8876404494,12907,14972,0.862075875,0.7246698898,1
ZNF547,YES,341,712,0.9578651685,14400,30022,0.9592345045,1,1
ZNF550,YES,1,356,0.0028089888,86,15016,0.0057272243,0.7254056293,1
ZNF556,YES,173,356,0.4859550562,7579,14868,0.5097524886,0.6418697534,1
ZNF586,YES,208,356,0.5842696629,8621,14984,0.5753470368,0.8596309312,1
ZNF596,YES,23,356,0.0646067416,1074,15010,0.0715522985,0.7541785591,1
ZNF681,YES,356,356,1,14977,14980,0.999799733,1,1
ZNF714,YES,2,356,0.0056179775,64,15004,0.0042655292,0.6667572375,1
ZNF74,YES,200,356,0.5617977528,8339,14920,0.5589142091,0.964324282,1
ZNF763,YES,6,356,0.0168539326,232,14766,0.0157117703,0.8276782801,1
ZNF772,YES,227,356,0.6376404494,9370,14976,0.625667735,0.8296039994,1
ZNF792,YES,170,356,0.4775280899,7321,14964,0.4892408447,0.8144961494,1
ZNF827,YES,14,356,0.0393258427,650,14982,0.0433853958,0.8946818048,1
ZSCAN5A,YES,4,356,0.0112359551,247,15006,0.0164600826,0.6683369876,1
ZSWIM3,YES,2,712,0.0056179775,62,30016,0.0041311301,0.6613340243,1
ZZEF1,YES,64,712,0.1797752809,2808,29954,0.187548444,0.7953397123,1
C3orf35,NA,2,712,0.0056179775,0,0,0,-,-
C9orf163,NA,1,356,0.0028089888,0,0,0,-,-
DEFB106A;DEFB106B,NA,1,318,0.0031446541,0,0,0,-,-
HBG1,NA,55,356,0.154494382,0,0,0,-,-
LOC105375787,NA,1,356,0.0028089888,0,0,0,-,-
LOC389602,NA,1,356,0.0028089888,0,0,0,-,-
MAP3K21,NA,1,356,0.0028089888,0,0,0,-,-
OR5L1,NA,3,356,0.0084269663,0,0,0,-,-
ABCA4,NO,1,356,0.0028089888,0,0,0,-,-
ABHD17A,NO,3,356,0.0084269663,0,0,0,-,-
ACKR1,NO,1,356,0.0028089888,0,0,0,-,-
ACSL5,NO,1,356,0.0028089888,0,0,0,-,-
ACTL7A,NO,2,712,0.0056179775,0,0,0,-,-
ADAM32,NO,1,356,0.0028089888,0,0,0,-,-
ADAM33,NO,3,1068,0.0084269663,0,0,0,-,-
ADAMTS15,NO,2,712,0.0056179775,0,0,0,-,-
ADCY8,NO,297,356,0.8342696629,0,0,0,-,-
ADGB,NO,3,712,0.0084269663,0,0,0,-,-
ADGRE3,NO,1,356,0.0028089888,0,0,0,-,-
ADRA1B,NO,1,350,0.0028571429,0,0,0,-,-
ADRB1,NO,1,356,0.0028089888,0,0,0,-,-
ADRB2,NO,248,708,0.7005234934,0,0,0,-,-
AGAP5,NO,4,356,0.0112359551,0,0,0,-,-
AGXT,NO,149,712,0.4185393258,0,0,0,-,-
AKNAD1,NO,156,356,0.4382022472,0,0,0,-,-
AKR1C4,NO,41,356,0.1151685393,0,0,0,-,-
ALG9,NO,1,356,0.0028089888,0,0,0,-,-
ALK,NO,74,356,0.2078651685,0,0,0,-,-
ALKAL2,NO,1,356,0.0028089888,0,0,0,-,-
ALOX12B,NO,2,712,0.0056179775,0,0,0,-,-
AMER1,NO,15,692,0.0438068486,0,0,0,-,-
AMER3,NO,1,356,0.0028089888,0,0,0,-,-
ANK2,NO,1,356,0.0028089888,0,0,0,-,-
APOL1,NO,63,356,0.1769662921,0,0,0,-,-
AR,NO,2,712,0.0056179775,0,0,0,-,-
AREG,NO,1,352,0.0028409091,0,0,0,-,-
ARHGAP23,NO,1,356,0.0028089888,0,0,0,-,-
ARHGEF17,NO,1,356,0.0028089888,0,0,0,-,-
ARHGEF2,NO,2,712,0.0056179775,0,0,0,-,-
ARHGEF25,NO,2,356,0.0056179775,0,0,0,-,-
ARMC3,NO,1,356,0.0028089888,0,0,0,-,-
ARRDC5,NO,1,356,0.0028089888,0,0,0,-,-
ARSF,NO,1,356,0.0028089888,0,0,0,-,-
ASCL4,NO,1,356,0.0028089888,0,0,0,-,-
ATP13A4,NO,68,356,0.191011236,0,0,0,-,-
AVPR1A,NO,2,356,0.0056179775,0,0,0,-,-
B4GALNT4,NO,2,356,0.0056179775,0,0,0,-,-
BACE2,NO,2,712,0.0056179775,0,0,0,-,-
BCAM,NO,2,712,0.0056179775,0,0,0,-,-
BCO2,NO,1,356,0.0028089888,0,0,0,-,-
BMP1,NO,1,356,0.0028089888,0,0,0,-,-
BNC2,NO,420,1424,1.1797752809,0,0,0,-,-
BPIFB4,NO,1,356,0.0028089888,0,0,0,-,-
BTBD16,NO,1,356,0.0028089888,0,0,0,-,-
C11orf21,NO,1,356,0.0028089888,0,0,0,-,-
C12orf42,NO,1,356,0.0028089888,0,0,0,-,-
C15orf59,NO,536,1714,1.5942375602,0,0,0,-,-
C19orf68,NO,2,356,0.0056179775,0,0,0,-,-
C1orf116,NO,13,356,0.0365168539,0,0,0,-,-
C2orf70,NO,1,356,0.0028089888,0,0,0,-,-
C4BPA,NO,1,356,0.0028089888,0,0,0,-,-
C5AR2,NO,1,356,0.0028089888,0,0,0,-,-
C6orf222,NO,1,356,0.0028089888,0,0,0,-,-
CA5B,NO,5,356,0.0140449438,0,0,0,-,-
CACNA1E,NO,1,356,0.0028089888,0,0,0,-,-
CAPN9,NO,1,356,0.0028089888,0,0,0,-,-
CAPS2,NO,2,712,0.0056179775,0,0,0,-,-
CBARP,NO,15,350,0.0428571429,0,0,0,-,-
CCDC129,NO,2,356,0.0056179775,0,0,0,-,-
CCDC85A,NO,101,356,0.2837078652,0,0,0,-,-
CCL13,NO,1,356,0.0028089888,0,0,0,-,-
CCL4L1;CCL4L2,NO,5,460,0.0257210824,0,0,0,-,-
CD1E,NO,2,356,0.0056179775,0,0,0,-,-
CD79A,NO,1,356,0.0028089888,0,0,0,-,-
CD93,NO,1,356,0.0028089888,0,0,0,-,-
CDH13,NO,19,356,0.0533707865,0,0,0,-,-
CDH19,NO,3,1068,0.0084269663,0,0,0,-,-
CDH22,NO,3,712,0.0084269663,0,0,0,-,-
CELF6,NO,1,356,0.0028089888,0,0,0,-,-
CFAP100,NO,1,356,0.0028089888,0,0,0,-,-
CIB3,NO,1,356,0.0028089888,0,0,0,-,-
CLEC14A,NO,2,356,0.0056179775,0,0,0,-,-
CLEC4F,NO,128,356,0.3595505618,0,0,0,-,-
CLEC4G,NO,2,712,0.0056179775,0,0,0,-,-
CMYA5,NO,1,356,0.0028089888,0,0,0,-,-
CNTNAP1,NO,1,354,0.0028248588,0,0,0,-,-
CNTNAP3,NO,1,356,0.0028089888,0,0,0,-,-
COL15A1,NO,1,356,0.0028089888,0,0,0,-,-
COL4A5,NO,10,356,0.0280898876,0,0,0,-,-
COL5A2,NO,2,356,0.0056179775,0,0,0,-,-
COLEC10,NO,1,356,0.0028089888,0,0,0,-,-
COLQ,NO,2,712,0.0056179775,0,0,0,-,-
CRB2,NO,2,356,0.0056179775,0,0,0,-,-
CROCC,NO,1,356,0.0028089888,0,0,0,-,-
CRYL1,NO,2,356,0.0056179775,0,0,0,-,-
CSDC2,NO,1,356,0.0028089888,0,0,0,-,-
CSRNP3,NO,1,356,0.0028089888,0,0,0,-,-
CX3CL1,NO,1,356,0.0028089888,0,0,0,-,-
CYP17A1,NO,42,356,0.1179775281,0,0,0,-,-
CYP39A1,NO,1,356,0.0028089888,0,0,0,-,-
CYP46A1,NO,2,712,0.0056179775,0,0,0,-,-
CYP4F3,NO,1,356,0.0028089888,0,0,0,-,-
CYSRT1,NO,1,356,0.0028089888,0,0,0,-,-
DACH2,NO,1,356,0.0028089888,0,0,0,-,-
DBNDD1,NO,1,356,0.0028089888,0,0,0,-,-
DCD,NO,675,1068,1.8960674157,0,0,0,-,-
DDN,NO,1,356,0.0028089888,0,0,0,-,-
DEFB107A;DEFB107B,NO,1,272,0.0036764706,0,0,0,-,-
DEFB4B,NO,1,356,0.0028089888,0,0,0,-,-
DENND3,NO,1,356,0.0028089888,0,0,0,-,-
DGKG,NO,53,1068,0.1488764045,0,0,0,-,-
DLG4,NO,2,356,0.0056179775,0,0,0,-,-
DLL4,NO,1,356,0.0028089888,0,0,0,-,-
DMRT1,NO,1,356,0.0028089888,0,0,0,-,-
DMRT3,NO,1,356,0.0028089888,0,0,0,-,-
DRD5,NO,1,356,0.0028089888,0,0,0,-,-
DUOX2,NO,2,356,0.0056179775,0,0,0,-,-
ECEL1,NO,1,356,0.0028089888,0,0,0,-,-
EFCAB5,NO,2,712,0.0056179775,0,0,0,-,-
EMP1,NO,1,356,0.0028089888,0,0,0,-,-
EMX2,NO,1,356,0.0028089888,0,0,0,-,-
ENTHD1,NO,1,356,0.0028089888,0,0,0,-,-
EPHA10,NO,1,356,0.0028089888,0,0,0,-,-
EPHA6,NO,15,356,0.0421348315,0,0,0,-,-
ERICH6B,NO,2,356,0.0056179775,0,0,0,-,-
FAM181A,NO,1,356,0.0028089888,0,0,0,-,-
FAM25C;FAM25G,NO,1,356,0.0028089888,0,0,0,-,-
FAM84A,NO,3,712,0.0084269663,0,0,0,-,-
